name,2019-01-01 00:00:00,2019-02-01 00:00:00,2019-03-01 00:00:00,2019-04-01 00:00:00,2019-05-01 00:00:00,2019-06-01 00:00:00,2019-07-01 00:00:00,2019-08-01 00:00:00,2019-09-01 00:00:00,2019-10-01 00:00:00,2019-11-01 00:00:00,2019-12-01 00:00:00,2020-01-01 00:00:00,2020-02-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-07-01 00:00:00,2021-08-01 00:00:00,2021-09-01 00:00:00,2021-10-01 00:00:00,2021-11-01 00:00:00,2021-12-01 00:00:00
Various Artists,141934960,139334878,141198372,144875923,145320422,147163607,151153543,156591285,158989330,160611326,164741557,169885342,180516491,173337321,176726335,178265209,180046941,183927592,186296639,192188827,194885581,199081562,198161623,203415387,215025903,203322496,208994346,202243893,202787904,205006304,206128530,207876242,210868523,214789551,217584561,222083709
Ariana Grande,60550904,50156536,56643075,52588741,49755188,43857274,41137132,38780329,47054130,48415747,45490340,49635834,62596013,45326588,42170217,40106818,38162182,52474549,57926281,56150475,52838875,50435169,52734796,68869608,82104441,62497287,61584697,56245823,57378924,63177247,62152971,60224557,59639526,57305230,55749622,59838703
Selena Gomez,44225459,42728314,40149938,44070271,39214880,35251295,33188078,31412431,24548334,23735708,34114772,45401776,41682048,47479027,44402100,39004558,38210965,34262217,32765316,35095021,35914172,43517095,40579463,36609226,33463083,36234787,45037550,46192326,42762542,40387246,39259982,36519494,35220112,35773493,41226389,36660718
Drake,43913473,42818182,41406846,42009015,38604950,37535819,43868813,44845860,43971987,41743741,40636370,42711709,45113492,50650675,51855952,47364513,59077980,61849052,58852234,59674718,61834372,61888662,58117767,53841156,50788165,50638321,50844512,57232049,53291481,52817931,51756277,51077157,51016144,68018241,59830842,56134604
Post Malone,43900291,50266209,49649321,48428114,47387399,44593714,43320784,52247495,51007943,61064402,58416296,56375558,58550981,57312385,53576426,51406771,48963935,47946120,49591954,47194110,44958806,44238083,42329916,41560497,41429625,42066033,41743018,43766859,41438758,45294674,41923018,49723461,45458549,42170584,40485046,52068829
Mariah Carey,43720526,10868436,10163285,10182255,10065293,10180327,10615072,11433287,12078078,12815014,13701614,23891941,48391267,13387555,12986229,12372053,12293237,12412223,12648747,12802964,13531987,14259912,16243282,26606216,59419706,14697441,14691522,14329596,14442671,14725078,14989893,14934414,15555755,16087067,17598417,32571776
Khalid,41872992,43970268,45550769,46391366,50196106,48266599,47044129,57208770,55822588,54519442,54161905,53508895,53735349,54584943,55159433,52428077,50903772,49912682,48714541,49620615,51105463,48796340,47890981,47642389,44737052,45356361,44944050,48672950,53382459,49886171,49262927,48012094,47374982,46014278,45661692,44804165
J Balvin,41410586,40710657,40721892,49985359,48126532,47068025,51996411,54891129,55019195,54609293,52739875,53921225,55998828,56934667,55443149,55727352,52132901,50355540,49446762,53396377,59113853,56461012,54155530,59727495,56611925,55129093,55254992,53633501,54531489,52317161,56073319,59879992,58476977,58813881,56613858,52863482
Sam Smith,40568895,38922098,40781736,39677014,36558174,34238827,32908229,37385149,42110397,42259434,41633002,42605952,48822034,38160663,40693943,39481575,40462845,39331635,36023960,34500844,38008867,37861548,39270648,41998873,46379282,35352608,35249735,33870031,33269257,32642690,31258337,30342545,31533445,35919214,36473100,36915079
Imagine Dragons,39744707,40117413,37025245,35511446,35540262,35185033,37506311,35172384,34102194,33083682,33384030,32385703,34190760,33860405,33677475,33543927,33105650,33243513,33818141,34256670,33882590,33389274,34046674,32985372,32350745,33071884,34141506,39246434,40057883,39534846,39899530,41447670,39732940,41181879,40161224,46129059
XXXTENTACION,39149273,37276223,32221349,28478289,26041175,25817406,25561095,25009319,24178018,24216612,24033021,24010696,28227591,26563342,25825069,25703512,25010276,25115956,26332112,26399001,26226596,26254046,26507570,26628768,26903155,27416355,27837326,27277991,26682760,26439797,26117101,25503917,26486810,26971664,27223098,27827876
Swae Lee,39136015,43459531,42158953,40713680,41229276,39272600,37902052,36097299,37408494,38847682,34055528,31456149,34050688,32793711,31430378,30924802,28157396,28608374,29737600,32172039,32794434,31808414,30086089,29795095,26866958,26563906,26335124,26504497,26724221,26960521,26428989,27592068,26730169,27154270,24883718,24565440
Queen,38640520,32103919,33645961,34871797,32995256,31667033,32726541,32911136,32648758,31763375,32119456,32896446,40318504,32613272,32742033,32357995,31956832,32586898,32836293,33343558,33264620,32918024,33325851,34658001,42125638,33570247,34813269,35637746,37063140,37315579,37745444,38053520,37278904,36784429,36454361,38031470
Marshmello,38620693,39909544,42171493,45120959,45008693,43490125,42761831,45074579,41058379,38076930,36457195,37615557,38771689,37682977,35713356,34782488,32888419,43504546,41587965,50597877,48473063,49025098,47532273,44388906,41075029,42725283,45246407,42792429,41927337,41680807,46042956,44815726,45134228,43452343,42848328,40239867
Bad Bunny,38563426,38882448,36498788,33744294,31002091,33076192,37123102,40305701,38291780,36911993,34438655,34538114,38962684,37133501,37979945,45438981,40724066,41588592,41238829,41273720,46898979,43304396,41731262,49862402,50180625,48783082,48010946,46808230,45209061,43347381,49388514,49799360,48800015,45626902,46521072,43304430
Ozuna,38536968,37381174,37123778,37462392,35741338,32986408,33844457,33668536,31865259,32499688,30602740,32832038,34219552,34018384,33152244,31525744,31883722,34087213,40715461,43786320,43935997,43936544,40160164,38803636,37754306,37868852,38124790,36430853,36016116,35381576,34738287,33272132,32105837,31755256,34191861,37782263
Ed Sheeran,38438580,38922441,39473292,38196300,37935046,56274958,62615044,72744431,68934346,66758857,65721066,62772025,64048968,62961628,60727082,57003029,54654377,53451571,53037236,53257192,52467759,51415600,51773068,50118228,53947470,57903486,56583061,52755565,51861074,50772780,54155960,69099131,72724823,74520257,75495540,80012461
DJ Snake,38016601,37250957,33308508,31028984,28637467,40017,31616185,38373591,40079644,38124437,33966589,30539931,31864598,32670928,31350992,29256376,26948194,26417150,26411237,26816078,26366200,24345066,23755759,22785863,21913141,22247972,22899617,28612212,26290781,26270077,26308113,26581869,26897526,27277306,30278686,32612880
Dua Lipa,37545093,38554604,38897600,33909063,32311200,31411053,30967531,29528898,28382687,26932206,26079979,40605369,43295014,46550003,52305935,55861250,59490759,57279334,55942332,56756511,59858164,54523827,54800544,58961796,60573240,62012445,63165951,61644061,64065339,67600290,68601382,66296355,65480806,64948409,67908437,66686104
Sia,37247415,31894563,30814242,32200436,32376126,30071493,30942089,29372002,27818990,27094310,27377766,28710049,36651508,30039412,33678940,32021710,28717636,31382979,32112902,32873899,31845654,38260272,37890421,40931096,51712240,44496731,46118889,43282471,42317387,41455211,39649111,38300190,37588287,36391033,37794222,41238068
Justin Bieber,36848359,22414076,21536210,21156763,21490371,43132876,48246627,54654426,49457460,43746144,49050230,48355546,58401815,60920188,66022151,61900693,57195182,60674912,57305393,55254280,52780420,55243331,60480189,70220577,78265852,66148099,63264782,69188009,76616127,73581929,71179830,74309167,84299511,86080074,83796293,83228170
Calvin Harris,36742718,42667070,42574868,42441084,40159586,36851030,36571251,35841790,34604133,32785350,32168473,31723816,33549769,34111510,34675972,34572898,35383702,34991297,34937580,36092742,39146041,42101007,36632077,34665719,33073828,34598207,35350701,35506382,36023312,36552717,44298824,44067136,41578706,39209050,37087040,35314059
Coldplay,36107026,28089379,27807972,26788641,27568366,27569426,28291673,28449719,28596841,28061783,31722587,37629034,41400238,33861458,33503099,33275646,33080381,32936790,33551573,34112007,34169044,34029453,35399923,36991956,43731711,35926969,36988252,36907467,37342841,45445380,42848701,42100604,40967776,46042742,62555471,60406747
Michael Bublé,36089733,7817113,7629849,7168484,7194896,7202128,7346574,7549497,7702730,8024226,9059667,16977731,37573946,8078378,7951297,7531506,7438747,7854378,7732934,7991114,8330670,9055762,11264549,23377274,48996492,9709310,9541039,9066998,9151467,9004400,8928725,8932160,9184967,9654116,11131059,23501462
David Guetta,35490504,36704371,38543660,38264129,36832306,36500724,36066459,39984390,39458425,37218885,36685462,35123392,34985451,35250109,35329520,35625199,35066968,35040718,34985711,36099176,37228890,37093052,36976063,37173754,37097820,39724967,45257480,46434164,48458489,52466008,54168385,55122923,54404358,51212014,50617099,50350141
Maroon 5,35148018,35286665,35148759,33326833,32726814,32275490,32345810,32030009,31570448,35549039,46497936,49732524,51226586,51011238,47883434,45366631,42914513,42035256,42135445,44764907,47044346,43769058,44047222,41329604,40615666,43760178,46441946,50301739,52507050,52400400,54901509,52197935,50593975,48721524,47507390,46653476
Halsey,34322471,37970614,37355856,34210247,37779093,37284081,33704061,32321406,30546575,36707576,38419527,36320296,38126652,43208666,46373653,46109848,41952287,47603876,45165511,49852513,45296618,42304755,43682713,41653764,40624876,41164602,41583551,40652629,40317455,40260562,39879123,38892160,39997756,41776956,39032531,37662924
Nicki Minaj,33576684,33319283,32174318,29531718,28696881,27278759,28525075,28805882,26789161,27128516,26617185,36606489,41107677,47488346,49949246,47107863,42342926,49764965,50153072,46028648,46175132,44174569,41671582,41407332,40601192,40122988,39728195,38788905,38040938,41609726,40904008,40129944,39113028,37543627,38796280,36709134
Bruno Mars,32321240,33268765,38562393,38805835,36102282,33472706,32823351,37245446,33364469,31573310,31679719,31130101,32459847,32492834,32691386,31885073,31721577,32385335,33112248,33305309,33560852,33206050,34256934,33215611,31973698,33480551,36145546,52462342,56674333,58581502,56136882,53090053,54793488,49153806,48266241,57691415
Diplo,31810242,35762898,35065999,34315926,34279650,33473462,33576492,31001889,30142878,31301915,37939578,39209943,37047783,37531025,38255430,36823506,36765326,36042252,36146031,37017392,38558796,37602075,37082778,35652744,33945014,35752196,35894879,36932612,37406294,37107097,35493139,33817365,32655176,30907648,30781737,29254209
6ix9ine,31643181,26338735,24558267,20500694,17024826,15222858,13959361,12974839,12309276,12105987,11702793,10939470,11535471,10776554,10828859,9843006,9456616,19079053,22085256,19444298,17093789,15998605,13065795,11655894,11167921,10547288,10837464,10561070,9942979,9707896,9222488,9543586,9526457,9129259,9247742,8905702
The Chainsmokers,31088804,34186250,37434890,35899253,35982049,35747686,40879549,40801960,40462835,38190095,38298968,37474258,39641555,38706358,37506687,37376371,35416108,34645261,34196433,33599614,32476327,31403909,30568277,29443187,28259450,28617996,29560209,29541472,29762187,29943499,29716391,29266161,28968809,28736790,29022329,28522006
Eminem,30565833,30586321,29993109,29255672,28900978,29106438,29301598,34566343,31385585,30526286,30728059,30116393,31873365,43961033,45895565,41099700,37360287,36250626,36033733,38949233,36529914,35938919,37417482,36426812,39379222,38682063,38672491,39700995,40749552,40701974,42508601,41549684,42351922,42102583,48603482,44953926
Rihanna,29805687,30884038,31141065,31154156,31828008,32029265,32644045,32585809,32608427,31835106,32653271,32243049,33197369,33679836,34166018,36898854,42405530,40031347,39581956,39333533,39320586,38976233,40754326,40105037,39797635,41841935,43851388,44368011,45207185,45604802,45319459,44955239,45035903,44804888,45968605,44756776
Travis Scott,29571670,30248534,28310041,25938559,29757644,29435229,31884888,36878344,32364224,30739884,41010944,38581093,37690062,39700453,36319168,34431928,41129629,50482754,52450812,49090400,47158787,45390451,43641951,39233793,39215839,42721310,46592924,45153528,45505524,46394379,45953435,43854271,41745229,50964368,45085867,45671223
Miley Cyrus,28815744,27360297,27167716,24422186,22911585,22206732,30211237,27187832,28872541,37709405,33781803,28077677,29713607,26489948,26098478,25569591,24782289,24908559,24857619,25193201,33521656,36212511,36831953,41366091,44232758,41932690,42350128,39661704,38205903,41867605,39084060,37706880,36033440,37121547,36331865,35427380
Camila Cabello,28804996,29363302,28819638,27635815,27590201,26037039,40482350,60221142,58877813,59739933,57638105,54671242,58253002,58246197,55406100,50214996,46089652,43019749,41204377,40164390,38221564,35853739,35158318,33673289,38959737,32818630,32643203,31752509,32095571,30645748,30032845,33844390,39019427,38344950,38088277,38676174
Kanye West,28560756,28516891,28015980,27165271,27080526,26836919,26979641,26691889,26929055,26879214,34507656,36854860,32186252,31552286,31013217,30453159,29967349,30845507,31326865,36518740,32448900,31983674,33238076,33537321,32047388,32963060,34555524,35392386,35818705,35943357,36009005,36168578,39801530,55123332,45875180,45968148
Lady Gaga,28320120,29927889,34005073,37028276,33781427,31766529,30967392,29020206,28182622,27092668,28170936,27597276,31080433,28919182,30163578,39742726,34211894,39398545,53969857,50831860,46229419,44640012,42858490,40239121,41918002,40240830,41165921,40604195,40823938,40529163,40038551,38900585,38814396,39763760,39580479,38683598
Cardi B,28255242,28260779,32177236,32500815,28054705,25106853,30490893,37598876,32188910,31130721,34916157,34999364,34139048,33249977,29586751,26770008,25376777,26068106,26584209,26336808,45203215,50853141,50288181,42342067,37444210,36088387,40864168,41892462,42101063,39019530,37018974,35762457,39415873,35357850,32264435,32015140
George Michael,28150532,8001152,7728688,7536592,7547953,7890182,8855497,8726029,8957467,8625238,9269221,14950930,30084220,9654792,9514535,9339626,9491406,10046619,10239338,10259815,10427392,10441488,11782931,21579797,34061677,11795427,11685806,11482255,11621427,11464545,11506438,11485962,11495386,12412358,14277504,17718470
Daddy Yankee,27896830,29344741,33679579,39561944,39657442,41054043,44878480,48105768,50163738,46547291,43260587,41895145,42389292,43040487,42435416,42977522,39409512,40673232,40504186,40771006,39511169,42059150,41721152,40939192,39689872,38573157,38722176,38993274,38972862,38769034,38595802,38422830,37642022,36678214,36402476,34863239
Mark Ronson,27862112,27006412,26255308,21695874,21385528,20531611,27710389,27034007,23219274,21006351,20247018,20554974,22579534,20883801,20264612,19511385,19031482,18877774,18607724,18338926,18300391,17924176,17136139,16577617,18999104,19276446,20232581,20122335,19811225,19619011,19534846,19069571,18638723,18114101,18059083,17824193
Bebe Rexha,27744621,28960040,30578857,33309375,30753792,29166497,37277129,36836347,33012695,31358347,29562520,28010241,28073615,28207897,28081267,27783068,27086469,26988027,26754007,25865490,24867480,24015594,27845121,25653908,24085891,23296965,23375607,26175053,26511946,27218525,27355125,26206651,24935724,24200958,23922852,24942924
Demi Lovato,27627518,27036433,25624363,25272466,24264339,23433441,23516567,23202245,23045793,22397611,21947015,21814138,23300605,23067982,25292183,28522915,31481324,31047953,27329362,26277599,25336723,30381389,31378188,28423785,27300371,26987116,29896062,31171529,37450749,32674682,30692552,28900126,27871480,29064595,28342484,26898928
Anne-Marie,27126070,27865457,27394862,24918973,23469616,22540614,21876476,21367134,28745112,29112676,26817731,23703109,23036713,22101072,25351238,23281587,23053815,22169078,21949286,22650026,22367861,21737122,21566474,20983070,19482361,21741307,22598285,22309854,22662688,24442412,26134665,26726407,26186039,24320096,23159930,22507633
Kodak Black,26983217,26982811,24772949,23533485,20316308,18976782,18555319,17484040,16926171,16827739,16865995,16465978,16960151,16214469,16581129,15670207,15126873,15524605,16516101,15722187,16041293,15652676,15363797,15589720,15069564,15215402,16566327,17425901,16566015,16810018,16719209,15977557,16612758,15867672,15765009,16925870
Bastille,26973950,28476773,30435382,27994750,25360930,25738820,26601582,24623469,23007238,21498919,21090989,21349640,23230817,22593458,21704228,21129439,20174782,19898197,19658337,19528141,19358230,18873403,19048403,18132595,17887534,18052327,18235763,18515914,18488931,18100638,18439476,18981157,19066597,18392288,18447207,17944326
Shawn Mendes,26931100,29060553,29472678,28522497,27824324,40375642,45959784,59588467,59464847,57105723,51327074,46921824,48550490,46850212,43851646,40882347,38958047,37789297,37342877,37256526,35546112,33854294,46015769,47935692,54590555,48518487,45370882,40911663,39551565,37826237,37306264,39631152,44377670,45364851,42481737,41573482
Lil Pump,26737489,27331421,23962623,19778002,16929378,15385614,14448466,14021439,13826917,13234128,13288408,13419974,14363664,13908831,14575057,15306345,14188804,14528193,13349229,12795848,11911611,11042515,10108077,10205806,9342110,9082827,9164155,8923425,8646417,8572666,8377756,8067299,8220534,7618649,7394874,7395416
Kygo,26341282,25315293,27176573,25803686,27373284,31615242,32188214,34337363,32616110,31125660,30684867,27297817,31379820,31350567,31620911,30431255,36612471,37198333,39708341,38353745,36453520,33770685,32003605,30034793,28370537,28990082,29024812,28207171,29966052,29286664,29170942,28266620,29628248,27959651,28712388,26898624
Kendrick Lamar,25973197,26348115,25738045,24660246,24063825,23735706,23736337,23514139,22752928,22384815,22558659,22531120,24222963,24054458,23798941,23572824,22909022,23541952,26294806,24136410,25280593,25729624,25290277,24520076,23962998,25218255,26994017,26835817,26621808,26626910,26660831,26199443,27811180,34090647,31447190,30212485
Clean Bandit,25813950,25417442,24304592,23755289,22817941,21884427,21921135,21448855,21213027,20025609,19025206,18233545,19040010,18849838,18172613,17713154,17595819,17978159,18907745,18292161,19872232,22847856,24074391,23075183,20506435,21760139,23388841,23242732,22844493,22255377,21905371,21075425,22953717,22519688,22944599,22679893
The Weeknd,25391430,32974716,30115387,26192750,30151098,29989216,26558189,25635852,25260697,24652359,24777835,27744539,43425643,47484552,54362715,61870314,63015335,60878275,60534591,59970421,65532487,63764507,59955614,64422232,65395895,66995761,74753367,69863713,69273246,69004203,69606786,71027638,74740466,70219848,71292137,79485447
Paul McCartney,25030389,9341376,8388457,8709135,8836239,8708815,8977231,9304394,9634961,9430240,10041851,12809525,24481825,9986935,10112780,9389593,9717850,9609323,9784407,9539211,9184386,9213049,9408454,15363897,31020189,9568598,9694829,10625176,11560559,10935605,10322303,10058852,10158370,9776409,9993751,15388084
Beyoncé,24174207,24585089,24767614,24241459,29312393,28263263,27219475,34741283,31947175,29338294,28955193,28340047,29212425,28978744,29800995,28982750,28737451,41799561,42751236,39503068,36771592,34555361,33876241,32886212,32554540,32627162,33730509,33645932,33380014,33368084,32763534,32205546,32083442,31556345,32516177,33027237
Martin Garrix,24118684,24729111,24806382,26889172,26347887,31938185,34941866,34102658,31776477,26823994,24873395,28651101,27770766,27670262,26479367,27525712,26293805,26333685,25999772,25026909,24285458,23867918,22284395,21823329,20919983,21837162,24675622,24065007,23560433,25794198,27098606,26588579,26603419,24354275,23269890,21842513
Kelly Clarkson,24112885,10340000,10392309,11278045,11775578,11961493,11822968,11958184,12429461,12425022,12469984,16192029,28008771,12134488,12219529,12418390,13563928,13884459,14004039,14170085,13907954,13721382,14763776,22441493,40216515,14012184,14118373,14053357,14058791,14027374,13613458,13087693,13448068,13505263,14584069,21754934
Luis Fonsi,24064180,24650574,24989966,22781227,21916218,22489005,23007744,23092906,21265667,19474716,19456519,18891359,20320844,20632337,19286558,17742163,17521762,18375483,18267841,18823848,18362808,17928780,17808014,17360673,16774134,16543299,18410265,19220263,19857058,19414943,21996499,22124544,21817575,20953975,19631561,18928073
Michael Jackson,23706148,22883406,22378829,22181596,21382429,20893644,21980603,22289920,21879425,20764073,22372570,21229499,22441997,20805098,21314213,21106264,21950277,22532003,23239810,23850084,23755373,23575709,25779596,24819762,24668748,24318723,25909602,26025636,26377488,26281331,26413443,26763223,26745268,26787090,30351642,27482915
Billie Eilish,23643974,25569260,32478339,33785703,45136206,46740777,48522699,51507770,48402011,45692289,42250980,47784742,53352897,55655172,60697101,53415241,47269233,43983759,42073363,40904136,48925400,41623295,39802536,49736031,51137845,52850913,49854414,45501915,43084788,53871338,51338273,49514689,55914983,51923297,54598981,51680109
Juice WRLD,23127380,22980442,21952516,26628700,21686184,19947720,21410016,24786010,24789032,25382068,28669668,28272152,37105921,32215147,29047827,29004092,31971907,35773529,33536476,44501929,47693556,43635757,39351299,36312719,38522755,38226574,35605714,34492217,32213451,31620714,30658685,29569682,30493472,29632615,28908502,32781155
Bobby Helms,22868997,1261730,242339,209382,182881,173501,167769,207275,233203,472406,985403,6538005,22821685,553328,247872,218464,214259,214480,217103,280046,384241,786728,1620283,11243804,35797185,1593991,350119,268301,258805,256639,259164,332342,453564,809746,1471848,11299034
Ellie Goulding,22585431,25924455,24850987,23548744,26827710,27601686,26216748,27859363,27508642,25104195,25283710,25569806,28454684,26569005,25882259,26527944,25638374,26501733,25875379,28168164,26558926,26134708,26177077,24814455,24533169,26328052,27269129,26217150,25869022,25504306,25222081,24549919,24698835,24621284,25432566,25143503
Taylor Swift,22253000,23506175,23576888,23411422,28598256,37559946,39240469,38977584,41740127,39315349,34501013,36287996,41277930,34656377,38677765,35218513,33423724,33508871,33769730,42834883,46398502,40269591,38017972,37927148,51023330,46557649,47371982,44453343,47627713,42961049,42619928,41223554,41617765,44613961,45862169,60037254
Jason Derulo,21865313,21950413,21540865,21256377,20785134,19758300,19712496,21640696,20797042,19654002,18660527,18685432,18633468,18445425,18630631,18358710,18505195,19179754,30088893,47091819,49918408,47918085,47447690,44274263,40868451,43217884,43235830,39743290,38087968,36961770,37848532,35512463,34708409,34459574,35712564,35397339
benny blanco,21770363,24739123,21540048,29424769,25610658,22152182,19776329,18848618,18090799,20435152,17769482,16964987,19095354,18222277,17433243,16737369,16109351,15153150,14302666,14199193,13556555,12853493,23238840,30638802,28679379,27208260,28397952,25930921,23255521,20418501,18773872,17842053,17206697,16564695,16425935,15937526
James Arthur,21562744,22582081,21376920,22154154,22335047,23132483,22489168,21364456,21447767,23064021,23890044,23587484,23163224,23828431,24248180,23782365,23200909,22664734,22247275,21810769,21592643,24875615,27483653,29596831,28061039,30289677,30242143,30789903,29930630,28611013,28066021,26435207,26253973,25713574,26178982,26398781
Jonas Blue,21466418,21757348,21202512,22380111,23722208,24613678,28166919,27896545,25695644,24343957,23101031,22244446,22092581,22483753,21912058,22202041,22107178,21160894,21119268,21384787,20553561,19257349,17782425,17014014,16283686,17163413,18654392,18744628,18875489,19095432,20922866,20066676,19058682,19389156,18644845,17172987
Zedd,21120335,22068660,25151823,24739719,22739288,21616166,21639682,21165114,20471880,20660022,25578978,23997579,21063362,21057876,19644260,19013907,18372984,18467378,18429137,20294424,20075436,19362423,19477464,18255783,17145510,17789218,17885397,17781060,17742805,17561119,17482787,16983661,16716534,16473837,16216829,15603923
Elvis Presley,21108912,7926398,9020570,8481357,8528861,8737888,9347275,10017077,10144422,10088957,10507010,13909844,25490011,10939861,10946998,10945804,11551330,11727070,11649703,11944975,12445535,12369229,12737194,16380963,27897963,12300047,12863340,12906792,12812735,12916113,12932842,12983490,13298384,13257417,13746389,18320910
Future,21010834,26313510,24553837,21509030,20391820,19485143,21229651,21165029,20036893,20735794,19645554,20277841,21354901,34466631,36750087,32704425,31467504,34454431,32060046,28605437,29874060,27074990,26780071,28472058,28960782,28451963,28802587,28699629,28986971,28447137,28723871,27899693,26741472,39882037,36264540,33627292
Lil Wayne,20952454,22052205,21354394,20916929,20232586,19445013,19328216,19400234,19347944,19141852,18850666,18366856,18781823,18915315,23656878,20484861,19333536,19055834,21346952,20870508,20687374,22038314,22831676,22641024,21873125,21293697,21394347,22065478,21708289,27086118,28224527,25837988,27129481,31483965,28106681,26019224
ZAYN,20934596,21598080,20662638,18945432,18248650,22242482,23392264,21734671,20224735,19852119,26694990,30488183,28536981,28777459,26100339,24095415,23121503,22245716,21525281,21559965,20629481,21971234,23852288,21300500,20584742,26577758,24469932,23708063,23469714,22146143,21261471,20459613,20491558,20374945,20352326,20521554
Meghan Trainor,20914100,14033638,15116361,15023575,14635083,14512373,15166047,14650891,14322200,15057479,14722641,16507662,22898470,15253589,16592298,15348349,14711893,15231938,15065798,15491288,14902264,14452513,15144011,18338343,26225330,14624130,15053919,15770106,16276819,16085095,15641753,14774259,14811209,14831940,15419145,18611125
Shakira,20850512,20841819,20589383,20407676,20492367,20431244,21103078,21105003,21042158,19925196,21444554,21357805,21589588,26836704,32251435,29722814,28300376,27492777,28259305,28876976,28229395,26964428,27896742,26532522,29879011,33539932,36651882,37501500,36616768,34925270,34738497,35251210,34665789,33205435,33495720,31932796
John Legend,20689906,12905043,14762014,14442825,14244658,14108099,14738576,14466866,14538355,14566080,14967158,17027072,24613872,17224712,18727110,18999792,20342518,19303289,20746527,20666332,20303596,20487745,21546983,24391424,29178571,21476956,22463395,21557345,21751284,21414046,20678165,20672509,21867387,21246118,22244764,25570689
Chris Brown,20638914,23984300,23772813,21136323,23555063,24668357,32438071,33809976,33185151,31312952,29988964,28496135,29628540,29255912,28553420,27679195,26760300,28311295,28996319,32606478,34570108,34417677,32815192,30255928,29065022,28400483,31118990,30111175,30884055,32116162,30935520,29338472,28969354,32226742,35914223,36746179
Meek Mill,20608090,21877905,20289464,18574515,17630037,15855576,14725591,17695684,15602509,14928474,14351328,13928196,14608946,15329555,17558911,14914569,13933392,13845041,15524177,14215058,13733001,13256412,12958904,13398838,12783052,12889127,14233152,13792558,13477457,14241771,14775206,13178312,13623520,17032446,16693324,15722821
Britney Spears,20481384,11921704,12182766,12706591,12791974,12837700,13190542,13175196,13412640,13059653,13277906,15243503,22681203,13487222,14527597,15419637,14962702,15609520,15988509,16465353,16274096,16081794,17565452,19062036,26969622,18212687,19878760,20381789,21854416,22647760,22541371,22564207,22170339,21569477,22644529,24307632
Anuel AA,20254395,23596086,23002251,23817896,21924320,21859215,22402662,24323470,33107959,32954341,29284102,28691345,28838646,30198027,31250455,29974285,29031961,28569193,32109271,33058639,32477055,31580078,30135532,30062759,28695011,29166669,32031318,29125882,27584457,26429910,27384658,28185052,26489605,26964050,25879414,27007991
French Montana,19969792,20623478,19912179,17832796,19393031,17996825,18688604,19815169,17987802,19043806,24162502,17495606,20608787,17709140,16726728,15675062,15866507,16600928,16926826,16543641,15664073,14549526,14077676,15351547,14085199,13598332,13765318,14093506,14909520,14427468,15255099,15099513,14883101,14077580,13661532,15276357
Zara Larsson,19836812,19870913,17553605,17118445,19778434,18345063,19897429,19903453,18747135,17555468,16585298,16551274,16252494,15985356,15470800,17509035,23970454,21760892,20060501,20236413,19749330,19035343,18635109,17700380,16535626,18711129,17943323,18476026,17574035,17953386,17581502,16892614,15776602,15154598,14435741,14023020
Maluma,19814546,19741231,19076309,21612436,25691504,26940758,27203206,27302778,26729733,25382210,24668647,23720595,24181483,25420733,25136209,23120421,21786641,22354227,23919979,26614367,31548773,37143818,34894343,40587961,37537759,35350440,35250792,32494487,31314250,31072166,31264647,30604231,31192090,31068679,30840478,29720234
Rita Ora,19651106,18907172,18476224,23092944,25054746,28641489,28968492,26357823,24150193,21468530,19603639,18443536,17816273,17731335,17111742,18210698,17902221,17147864,16483650,16081465,15207587,13874304,13031180,12423557,11536142,11955047,15258987,15159479,15130455,14778020,14264072,16535438,15970603,15094588,14727912,14429612
Becky G,19628727,21102131,19852250,19361363,20019732,18789261,17994599,18115457,17868251,17743462,17548795,18332130,18138612,17783952,18925109,18376762,17617472,17935043,18222945,19237561,18438659,17773029,18368698,20152786,20245641,19444751,19048428,19861554,20908990,21698290,23763054,25376856,24156998,24791877,23982728,22673375
Major Lazer,19610928,19296565,18845222,18327579,17962898,1,19845488,20426559,19804076,21861736,25985986,29680093,27129258,25859850,26895222,27882975,27898589,26601988,25258314,25300542,25555541,24572026,25507581,24493460,21913806,21848247,22612444,24687810,25328338,25303455,24571020,23514569,22182231,21642866,20894785,20499730
Panic! At The Disco,19415341,26845555,24355721,22491748,23568932,28539513,30848017,27334254,26517491,24047960,22614474,23411690,25270977,24491428,23663730,22622572,21835709,21899847,21771650,22090266,20912659,20128076,20357144,19465347,18652791,19263778,19890733,19731954,20032989,19528323,19423904,18806691,18767703,18507242,18455710,18356943
The Plastic Ono Band,19401661,592688,443122,441032,429108,450203,453639,558068,608122,789979,1156281,5090927,13680675,1009749,802122,845305,912548,900667,886865,929520,972713,608068,15452,59181,270644,14939,9490,8996,9133,8510,8256,8300,8818,11993,26947,108474
Yoko Ono,19339127,530889,362742,356025,343937,357396,362044,386971,401805,547668,943496,4812870,20116480,661457,487046,495601,504220,478372,467270,479038,611014,924264,1382511,6583354,22054134,1071975,798595,731621,763255,789985,744116,752492,795374,885876,1337370,6966582
